,Date,Wind_m/s,Precipitation_mm,Wind_m/s1,Precipitation_mm1,Wind_m/s2,Precipitation_mm2,Wind_m/s3,Precipitation_mm3,Wind_m/s4,Precipitation_mm4,Target: Mean_temp
253,2018.03.15,4.4,2.5,7.0,0.2,5.9,2.9,7.2,7.3,5.6,3.6,8.05
254,2018.03.16,6.0,18.6,4.4,2.5,7.0,0.2,5.9,2.9,7.2,7.3,3.1999999999999997
255,2018.03.17,6.5,1.5,6.0,18.6,4.4,2.5,7.0,0.2,5.9,2.9,-2.5500000000000003
256,2018.03.18,10.4,13.4,6.5,1.5,6.0,18.6,4.4,2.5,7.0,0.2,-2.95
257,2018.03.19,3.6,1.1,10.4,13.4,6.5,1.5,6.0,18.6,4.4,2.5,-2.05
258,2018.03.20,5.5,1.6,3.6,1.1,10.4,13.4,6.5,1.5,6.0,18.6,-0.3500000000000001
259,2018.03.21,5.4,0.7,5.5,1.6,3.6,1.1,10.4,13.4,6.5,1.5,-2.5
260,2018.03.22,2.2,0.0,5.4,0.7,5.5,1.6,3.6,1.1,10.4,13.4,0.0
261,2018.03.23,2.1,0.0,2.2,0.0,5.4,0.7,5.5,1.6,3.6,1.1,1.4
262,2018.03.24,3.8,0.0,2.1,0.0,2.2,0.0,5.4,0.7,5.5,1.6,2.0999999999999996
263,2018.03.25,5.7,0.0,3.8,0.0,2.1,0.0,2.2,0.0,5.4,0.7,3.25
264,2018.03.26,2.6,0.0,5.7,0.0,3.8,0.0,2.1,0.0,2.2,0.0,5.6000000000000005
265,2018.03.27,4.9,0.0,2.6,0.0,5.7,0.0,3.8,0.0,2.1,0.0,4.95
266,2018.03.28,4.1,1.3,4.9,0.0,2.6,0.0,5.7,0.0,3.8,0.0,7.15
267,2018.03.29,4.8,1.8,4.1,1.3,4.9,0.0,2.6,0.0,5.7,0.0,8.05
268,2018.03.30,4.1,5.4,4.8,1.8,4.1,1.3,4.9,0.0,2.6,0.0,10.8
269,2018.03.31,7.1,5.1,4.1,5.4,4.8,1.8,4.1,1.3,4.9,0.0,8.4
270,2018.04.01,9.7,0.2,7.1,5.1,4.1,5.4,4.8,1.8,4.1,1.3,8.2
271,2018.04.02,9.5,0.1,9.7,0.2,7.1,5.1,4.1,5.4,4.8,1.8,10.850000000000001
272,2018.04.03,7.3,0.0,9.5,0.1,9.7,0.2,7.1,5.1,4.1,5.4,13.149999999999999
273,2018.04.04,7.0,0.0,7.3,0.0,9.5,0.1,9.7,0.2,7.1,5.1,14.2
274,2018.04.05,7.4,0.2,7.0,0.0,7.3,0.0,9.5,0.1,9.7,0.2,11.85
275,2018.04.06,7.8,0.0,7.4,0.2,7.0,0.0,7.3,0.0,9.5,0.1,11.65
276,2018.04.07,4.0,0.1,7.8,0.0,7.4,0.2,7.0,0.0,7.3,0.0,13.5
277,2018.04.08,8.0,0.0,4.0,0.1,7.8,0.0,7.4,0.2,7.0,0.0,16.3
278,2018.04.09,6.3,0.6,8.0,0.0,4.0,0.1,7.8,0.0,7.4,0.2,14.049999999999999
279,2018.04.10,6.8,0.0,6.3,0.6,8.0,0.0,4.0,0.1,7.8,0.0,13.0
280,2018.04.11,5.8,0.0,6.8,0.0,6.3,0.6,8.0,0.0,4.0,0.1,16.55
281,2018.04.12,4.8,0.0,5.8,0.0,6.8,0.0,6.3,0.6,8.0,0.0,15.95
282,2018.04.13,4.8,0.6,4.8,0.0,5.8,0.0,6.8,0.0,6.3,0.6,15.85
283,2018.04.14,3.0,0.0,4.8,0.6,4.8,0.0,5.8,0.0,6.8,0.0,18.1
284,2018.04.15,5.2,0.0,3.0,0.0,4.8,0.6,4.8,0.0,5.8,0.0,17.05
285,2018.04.16,5.2,2.3,5.2,0.0,3.0,0.0,4.8,0.6,4.8,0.0,16.4
286,2018.04.17,4.1,4.8,5.2,2.3,5.2,0.0,3.0,0.0,4.8,0.6,17.3
287,2018.04.18,4.3,3.5,4.1,4.8,5.2,2.3,5.2,0.0,3.0,0.0,15.75
288,2018.04.19,5.0,0.0,4.3,3.5,4.1,4.8,5.2,2.3,5.2,0.0,15.2
289,2018.04.20,3.4,0.0,5.0,0.0,4.3,3.5,4.1,4.8,5.2,2.3,14.399999999999999
290,2018.04.21,2.8,0.0,3.4,0.0,5.0,0.0,4.3,3.5,4.1,4.8,16.4
291,2018.04.22,2.5,0.0,2.8,0.0,3.4,0.0,5.0,0.0,4.3,3.5,19.25
292,2018.04.23,4.0,0.7,2.5,0.0,2.8,0.0,3.4,0.0,5.0,0.0,18.55
293,2018.04.24,5.3,2.1,4.0,0.7,2.5,0.0,2.8,0.0,3.4,0.0,18.75
294,2018.04.25,5.1,0.1,5.3,2.1,4.0,0.7,2.5,0.0,2.8,0.0,18.2
295,2018.04.26,7.0,1.2,5.1,0.1,5.3,2.1,4.0,0.7,2.5,0.0,14.649999999999999
296,2018.04.27,5.9,0.0,7.0,1.2,5.1,0.1,5.3,2.1,4.0,0.7,17.75
297,2018.04.28,4.6,2.3,5.9,0.0,7.0,1.2,5.1,0.1,5.3,2.1,19.75
298,2018.04.29,5.8,9.9,4.6,2.3,5.9,0.0,7.0,1.2,5.1,0.1,19.9
299,2018.04.30,5.1,7.7,5.8,9.9,4.6,2.3,5.9,0.0,7.0,1.2,18.75
300,2018.05.01,3.8,0.6,5.1,7.7,5.8,9.9,4.6,2.3,5.9,0.0,19.8
301,2018.05.02,3.9,8.4,3.8,0.6,5.1,7.7,5.8,9.9,4.6,2.3,19.95
302,2018.05.03,4.6,0.0,3.9,8.4,3.8,0.6,5.1,7.7,5.8,9.9,20.8
303,2018.05.04,4.4,1.2,4.6,0.0,3.9,8.4,3.8,0.6,5.1,7.7,23.1
304,2018.05.05,6.2,0.0,4.4,1.2,4.6,0.0,3.9,8.4,3.8,0.6,20.4
305,2018.05.06,6.3,0.0,6.2,0.0,4.4,1.2,4.6,0.0,3.9,8.4,18.9
306,2018.05.07,6.0,0.0,6.3,0.0,6.2,0.0,4.4,1.2,4.6,0.0,16.85
307,2018.05.08,4.7,0.4,6.0,0.0,6.3,0.0,6.2,0.0,4.4,1.2,18.5
308,2018.05.09,2.7,5.2,4.7,0.4,6.0,0.0,6.3,0.0,6.2,0.0,20.45
309,2018.05.10,4.3,3.3,2.7,5.2,4.7,0.4,6.0,0.0,6.3,0.0,19.549999999999997
310,2018.05.11,2.0,1.7,4.3,3.3,2.7,5.2,4.7,0.4,6.0,0.0,19.799999999999997
311,2018.05.12,3.6,0.0,2.0,1.7,4.3,3.3,2.7,5.2,4.7,0.4,17.95
312,2018.05.13,5.3,0.1,3.6,0.0,2.0,1.7,4.3,3.3,2.7,5.2,16.85
313,2018.05.14,5.7,0.0,5.3,0.1,3.6,0.0,2.0,1.7,4.3,3.3,14.8
314,2018.05.15,5.2,8.9,5.7,0.0,5.3,0.1,3.6,0.0,2.0,1.7,13.55
315,2018.05.16,6.5,0.8,5.2,8.9,5.7,0.0,5.3,0.1,3.6,0.0,15.5
316,2018.05.17,7.6,1.5,6.5,0.8,5.2,8.9,5.7,0.0,5.3,0.1,18.25
317,2018.05.18,7.1,1.8,7.6,1.5,6.5,0.8,5.2,8.9,5.7,0.0,17.7
318,2018.05.19,3.9,1.4,7.1,1.8,7.6,1.5,6.5,0.8,5.2,8.9,16.6
319,2018.05.20,4.9,0.0,3.9,1.4,7.1,1.8,7.6,1.5,6.5,0.8,18.2
320,2018.05.21,6.1,0.0,4.9,0.0,3.9,1.4,7.1,1.8,7.6,1.5,17.4
321,2018.05.22,4.8,0.6,6.1,0.0,4.9,0.0,3.9,1.4,7.1,1.8,19.35
322,2018.05.23,3.2,1.3,4.8,0.6,6.1,0.0,4.9,0.0,3.9,1.4,21.15
323,2018.05.24,5.7,0.0,3.2,1.3,4.8,0.6,6.1,0.0,4.9,0.0,20.6
324,2018.05.25,4.8,0.0,5.7,0.0,3.2,1.3,4.8,0.6,6.1,0.0,21.2
325,2018.05.26,2.0,0.0,4.8,0.0,5.7,0.0,3.2,1.3,4.8,0.6,21.1
326,2018.05.27,2.1,4.3,2.0,0.0,4.8,0.0,5.7,0.0,3.2,1.3,21.950000000000003
327,2018.05.28,3.3,0.0,2.1,4.3,2.0,0.0,4.8,0.0,5.7,0.0,21.0
328,2018.05.29,5.2,0.4,3.3,0.0,2.1,4.3,2.0,0.0,4.8,0.0,20.799999999999997
329,2018.05.30,5.4,0.0,5.2,0.4,3.3,0.0,2.1,4.3,2.0,0.0,22.15
330,2018.05.31,3.5,0.0,5.4,0.0,5.2,0.4,3.3,0.0,2.1,4.3,23.25
331,2018.06.01,2.5,0.0,3.5,0.0,5.4,0.0,5.2,0.4,3.3,0.0,22.7
332,2018.06.02,4.0,0.0,2.5,0.0,3.5,0.0,5.4,0.0,5.2,0.4,23.6
333,2018.06.03,5.8,0.0,4.0,0.0,2.5,0.0,3.5,0.0,5.4,0.0,21.85
334,2018.06.04,2.9,2.4,5.8,0.0,4.0,0.0,2.5,0.0,3.5,0.0,22.15
335,2018.06.05,2.1,6.5,2.9,2.4,5.8,0.0,4.0,0.0,2.5,0.0,19.5
336,2018.06.06,6.0,18.7,2.1,6.5,2.9,2.4,5.8,0.0,4.0,0.0,19.799999999999997
337,2018.06.07,5.2,0.9,6.0,18.7,2.1,6.5,2.9,2.4,5.8,0.0,21.1
338,2018.06.08,3.0,26.1,5.2,0.9,6.0,18.7,2.1,6.5,2.9,2.4,20.65
339,2018.06.09,3.1,31.0,3.0,26.1,5.2,0.9,6.0,18.7,2.1,6.5,23.450000000000003
340,2018.06.10,2.4,0.0,3.1,31.0,3.0,26.1,5.2,0.9,6.0,18.7,25.0
341,2018.06.11,3.4,0.0,2.4,0.0,3.1,31.0,3.0,26.1,5.2,0.9,23.45
342,2018.06.12,4.5,9.0,3.4,0.0,2.4,0.0,3.1,31.0,3.0,26.1,21.45
343,2018.06.13,4.3,1.7,4.5,9.0,3.4,0.0,2.4,0.0,3.1,31.0,18.8
344,2018.06.14,4.5,10.8,4.3,1.7,4.5,9.0,3.4,0.0,2.4,0.0,18.6
345,2018.06.15,5.3,6.2,4.5,10.8,4.3,1.7,4.5,9.0,3.4,0.0,21.15
346,2018.06.16,5.9,0.0,5.3,6.2,4.5,10.8,4.3,1.7,4.5,9.0,21.950000000000003
347,2018.06.17,4.3,0.0,5.9,0.0,5.3,6.2,4.5,10.8,4.3,1.7,21.799999999999997
348,2018.06.18,5.1,0.3,4.3,0.0,5.9,0.0,5.3,6.2,4.5,10.8,23.0
349,2018.06.19,3.9,2.7,5.1,0.3,4.3,0.0,5.9,0.0,5.3,6.2,23.95
350,2018.06.20,2.5,0.0,3.9,2.7,5.1,0.3,4.3,0.0,5.9,0.0,24.0
351,2018.06.21,3.8,0.6,2.5,0.0,3.9,2.7,5.1,0.3,4.3,0.0,16.35
352,2018.06.22,7.6,6.3,3.8,0.6,2.5,0.0,3.9,2.7,5.1,0.3,15.05
353,2018.06.23,5.1,0.0,7.6,6.3,3.8,0.6,2.5,0.0,3.9,2.7,14.45
354,2018.06.24,5.4,0.0,5.1,0.0,7.6,6.3,3.8,0.6,2.5,0.0,15.600000000000001
355,2018.06.25,2.7,0.0,5.4,0.0,5.1,0.0,7.6,6.3,3.8,0.6,16.75
356,2018.06.26,3.0,0.3,2.7,0.0,5.4,0.0,5.1,0.0,7.6,6.3,17.8
357,2018.06.27,6.3,1.3,3.0,0.3,2.7,0.0,5.4,0.0,5.1,0.0,18.85
358,2018.06.28,6.5,11.9,6.3,1.3,3.0,0.3,2.7,0.0,5.4,0.0,21.85
359,2018.06.29,5.2,8.4,6.5,11.9,6.3,1.3,3.0,0.3,2.7,0.0,17.45
360,2018.06.30,7.7,0.0,5.2,8.4,6.5,11.9,6.3,1.3,3.0,0.3,16.25
361,2018.07.01,4.2,0.0,7.7,0.0,5.2,8.4,6.5,11.9,6.3,1.3,15.3
362,2018.07.02,3.6,0.0,4.2,0.0,7.7,0.0,5.2,8.4,6.5,11.9,17.2
363,2018.07.03,3.0,0.0,3.6,0.0,4.2,0.0,7.7,0.0,5.2,8.4,19.1
364,2018.07.04,2.5,0.0,3.0,0.0,3.6,0.0,4.2,0.0,7.7,0.0,21.4
365,2018.07.05,2.9,1.1,2.5,0.0,3.0,0.0,3.6,0.0,4.2,0.0,22.4
366,2018.07.06,3.5,6.3,2.9,1.1,2.5,0.0,3.0,0.0,3.6,0.0,21.0
367,2018.07.07,5.1,10.1,3.5,6.3,2.9,1.1,2.5,0.0,3.0,0.0,19.35
368,2018.07.08,4.8,0.0,5.1,10.1,3.5,6.3,2.9,1.1,2.5,0.0,21.0
369,2018.07.09,3.0,0.3,4.8,0.0,5.1,10.1,3.5,6.3,2.9,1.1,20.75
370,2018.07.10,2.0,0.7,3.0,0.3,4.8,0.0,5.1,10.1,3.5,6.3,19.45
371,2018.07.11,6.0,3.9,2.0,0.7,3.0,0.3,4.8,0.0,5.1,10.1,18.7
372,2018.07.12,4.9,3.0,6.0,3.9,2.0,0.7,3.0,0.3,4.8,0.0,20.3
373,2018.07.13,6.2,0.0,4.9,3.0,6.0,3.9,2.0,0.7,3.0,0.3,20.9
374,2018.07.14,5.5,0.0,6.2,0.0,4.9,3.0,6.0,3.9,2.0,0.7,20.7
375,2018.07.15,4.7,0.0,5.5,0.0,6.2,0.0,4.9,3.0,6.0,3.9,20.8
376,2018.07.16,4.7,0.0,4.7,0.0,5.5,0.0,6.2,0.0,4.9,3.0,21.0
377,2018.07.17,5.5,0.0,4.7,0.0,4.7,0.0,5.5,0.0,6.2,0.0,20.9
378,2018.07.18,10.9,1.3,5.5,0.0,4.7,0.0,4.7,0.0,5.5,0.0,20.7
379,2018.07.19,9.2,3.7,10.9,1.3,5.5,0.0,4.7,0.0,4.7,0.0,21.8
380,2018.07.20,4.8,3.0,9.2,3.7,10.9,1.3,5.5,0.0,4.7,0.0,21.9
381,2018.07.21,2.5,0.0,4.8,3.0,9.2,3.7,10.9,1.3,5.5,0.0,21.8
382,2018.07.22,3.1,21.4,2.5,0.0,4.8,3.0,9.2,3.7,10.9,1.3,20.95
383,2018.07.23,4.5,20.3,3.1,21.4,2.5,0.0,4.8,3.0,9.2,3.7,22.65
384,2018.07.24,4.7,0.0,4.5,20.3,3.1,21.4,2.5,0.0,4.8,3.0,22.9
385,2018.07.25,3.1,0.0,4.7,0.0,4.5,20.3,3.1,21.4,2.5,0.0,22.5
386,2018.07.26,2.1,1.6,3.1,0.0,4.7,0.0,4.5,20.3,3.1,21.4,23.85
387,2018.07.27,3.5,6.3,2.1,1.6,3.1,0.0,4.7,0.0,4.5,20.3,23.8
388,2018.07.28,2.9,2.5,3.5,6.3,2.1,1.6,3.1,0.0,4.7,0.0,25.9
389,2018.07.29,3.6,6.5,2.9,2.5,3.5,6.3,2.1,1.6,3.1,0.0,24.95
390,2018.07.30,3.9,0.9,3.6,6.5,2.9,2.5,3.5,6.3,2.1,1.6,26.450000000000003
391,2018.07.31,4.0,1.0,3.9,0.9,3.6,6.5,2.9,2.5,3.5,6.3,26.299999999999997
392,2018.08.01,4.4,0.0,4.0,1.0,3.9,0.9,3.6,6.5,2.9,2.5,25.549999999999997
393,2018.08.02,2.0,6.7,4.4,0.0,4.0,1.0,3.9,0.9,3.6,6.5,24.9
394,2018.08.03,4.6,0.0,2.0,6.7,4.4,0.0,4.0,1.0,3.9,0.9,23.15
395,2018.08.04,2.6,0.0,4.6,0.0,2.0,6.7,4.4,0.0,4.0,1.0,24.049999999999997
396,2018.08.05,2.7,0.0,2.6,0.0,4.6,0.0,2.0,6.7,4.4,0.0,23.9
397,2018.08.06,3.3,0.1,2.7,0.0,2.6,0.0,4.6,0.0,2.0,6.7,23.65
398,2018.08.07,3.4,0.0,3.3,0.1,2.7,0.0,2.6,0.0,4.6,0.0,24.8
399,2018.08.08,3.9,0.0,3.4,0.0,3.3,0.1,2.7,0.0,2.6,0.0,26.2
400,2018.08.09,4.7,0.0,3.9,0.0,3.4,0.0,3.3,0.1,2.7,0.0,28.1
401,2018.08.10,4.6,1.1,4.7,0.0,3.9,0.0,3.4,0.0,3.3,0.1,23.15
402,2018.08.11,5.1,1.0,4.6,1.1,4.7,0.0,3.9,0.0,3.4,0.0,23.8
403,2018.08.12,2.9,0.0,5.1,1.0,4.6,1.1,4.7,0.0,3.9,0.0,25.2
404,2018.08.13,4.8,0.0,2.9,0.0,5.1,1.0,4.6,1.1,4.7,0.0,24.55
405,2018.08.14,5.7,0.0,4.8,0.0,2.9,0.0,5.1,1.0,4.6,1.1,23.7
406,2018.08.15,5.6,0.0,5.7,0.0,4.8,0.0,2.9,0.0,5.1,1.0,21.45
407,2018.08.16,2.8,0.0,5.6,0.0,5.7,0.0,4.8,0.0,2.9,0.0,23.4
408,2018.08.17,3.4,0.0,2.8,0.0,5.6,0.0,5.7,0.0,4.8,0.0,24.5
409,2018.08.18,2.0,0.2,3.4,0.0,2.8,0.0,5.6,0.0,5.7,0.0,25.0
410,2018.08.19,4.0,0.0,2.0,0.2,3.4,0.0,2.8,0.0,5.6,0.0,26.1
411,2018.08.20,3.2,0.1,4.0,0.0,2.0,0.2,3.4,0.0,2.8,0.0,26.65
412,2018.08.21,2.5,0.0,3.2,0.1,4.0,0.0,2.0,0.2,3.4,0.0,27.0
413,2018.08.22,4.0,0.0,2.5,0.0,3.2,0.1,4.0,0.0,2.0,0.2,26.4
414,2018.08.23,3.9,0.9,4.0,0.0,2.5,0.0,3.2,0.1,4.0,0.0,24.35
415,2018.08.24,3.7,2.6,3.9,0.9,4.0,0.0,2.5,0.0,3.2,0.1,21.15
416,2018.08.25,6.8,0.2,3.7,2.6,3.9,0.9,4.0,0.0,2.5,0.0,15.4
417,2018.08.26,6.2,16.8,6.8,0.2,3.7,2.6,3.9,0.9,4.0,0.0,15.05
418,2018.08.27,2.5,0.0,6.2,16.8,6.8,0.2,3.7,2.6,3.9,0.9,17.6
419,2018.08.28,3.9,0.0,2.5,0.0,6.2,16.8,6.8,0.2,3.7,2.6,19.25
420,2018.08.29,3.5,0.0,3.9,0.0,2.5,0.0,6.2,16.8,6.8,0.2,20.3
421,2018.08.30,2.5,0.0,3.5,0.0,3.9,0.0,2.5,0.0,6.2,16.8,22.299999999999997
422,2018.08.31,3.4,0.9,2.5,0.0,3.5,0.0,3.9,0.0,2.5,0.0,22.65
423,2018.09.01,3.5,1.8,3.4,0.9,2.5,0.0,3.5,0.0,3.9,0.0,22.5
424,2018.09.02,4.4,2.7,3.5,1.8,3.4,0.9,2.5,0.0,3.5,0.0,19.75
425,2018.09.03,5.2,3.7,4.4,2.7,3.5,1.8,3.4,0.9,2.5,0.0,17.4
426,2018.09.04,2.4,20.5,5.2,3.7,4.4,2.7,3.5,1.8,3.4,0.9,20.05
427,2018.09.05,3.5,0.1,2.4,20.5,5.2,3.7,4.4,2.7,3.5,1.8,18.45
428,2018.09.06,2.1,0.2,3.5,0.1,2.4,20.5,5.2,3.7,4.4,2.7,17.5
429,2018.09.07,2.1,0.0,2.1,0.2,3.5,0.1,2.4,20.5,5.2,3.7,19.65
430,2018.09.08,4.2,0.0,2.1,0.0,2.1,0.2,3.5,0.1,2.4,20.5,18.15
431,2018.09.09,2.5,0.0,4.2,0.0,2.1,0.0,2.1,0.2,3.5,0.1,17.85
432,2018.09.10,2.7,0.0,2.5,0.0,4.2,0.0,2.1,0.0,2.1,0.2,18.8
433,2018.09.11,4.9,0.0,2.7,0.0,2.5,0.0,4.2,0.0,2.1,0.0,19.85
434,2018.09.12,2.1,0.0,4.9,0.0,2.7,0.0,2.5,0.0,4.2,0.0,20.65
435,2018.09.13,2.0,0.0,2.1,0.0,4.9,0.0,2.7,0.0,2.5,0.0,21.1
436,2018.09.14,2.1,0.0,2.0,0.0,2.1,0.0,4.9,0.0,2.7,0.0,21.9
437,2018.09.15,6.1,0.0,2.1,0.0,2.0,0.0,2.1,0.0,4.9,0.0,17.75
438,2018.09.16,3.4,0.0,6.1,0.0,2.1,0.0,2.0,0.0,2.1,0.0,19.15
439,2018.09.17,3.0,0.0,3.4,0.0,6.1,0.0,2.1,0.0,2.0,0.0,18.15
440,2018.09.18,2.3,0.0,3.0,0.0,3.4,0.0,6.1,0.0,2.1,0.0,19.3
441,2018.09.19,3.0,0.0,2.3,0.0,3.0,0.0,3.4,0.0,6.1,0.0,20.0
442,2018.09.20,2.1,0.0,3.0,0.0,2.3,0.0,3.0,0.0,3.4,0.0,21.05
443,2018.09.21,3.9,0.0,2.1,0.0,3.0,0.0,2.3,0.0,3.0,0.0,14.85
444,2018.09.22,9.5,0.3,3.9,0.0,2.1,0.0,3.0,0.0,2.3,0.0,13.9
445,2018.09.23,5.4,0.0,9.5,0.3,3.9,0.0,2.1,0.0,3.0,0.0,14.75
446,2018.09.24,10.1,3.1,5.4,0.0,9.5,0.3,3.9,0.0,2.1,0.0,11.0
447,2018.09.25,6.8,0.0,10.1,3.1,5.4,0.0,9.5,0.3,3.9,0.0,9.0
448,2018.09.26,4.0,0.0,6.8,0.0,10.1,3.1,5.4,0.0,9.5,0.3,10.65
449,2018.09.27,3.8,0.0,4.0,0.0,6.8,0.0,10.1,3.1,5.4,0.0,11.350000000000001
450,2018.09.28,3.1,0.0,3.8,0.0,4.0,0.0,6.8,0.0,10.1,3.1,11.05
451,2018.09.29,4.7,0.7,3.1,0.0,3.8,0.0,4.0,0.0,6.8,0.0,9.85
452,2018.09.30,4.4,0.0,4.7,0.7,3.1,0.0,3.8,0.0,4.0,0.0,12.2
453,2018.10.01,4.4,0.2,4.4,0.0,4.7,0.7,3.1,0.0,3.8,0.0,10.55
454,2018.10.02,6.3,0.8,4.4,0.2,4.4,0.0,4.7,0.7,3.1,0.0,10.15
455,2018.10.03,7.4,0.1,6.3,0.8,4.4,0.2,4.4,0.0,4.7,0.7,10.7
456,2018.10.04,4.3,0.0,7.4,0.1,6.3,0.8,4.4,0.2,4.4,0.0,10.0
457,2018.10.05,3.7,0.0,4.3,0.0,7.4,0.1,6.3,0.8,4.4,0.2,12.15
458,2018.10.06,5.1,0.0,3.7,0.0,4.3,0.0,7.4,0.1,6.3,0.8,16.5
459,2018.10.07,4.4,0.0,5.1,0.0,3.7,0.0,4.3,0.0,7.4,0.1,15.75
460,2018.10.08,2.6,0.4,4.4,0.0,5.1,0.0,3.7,0.0,4.3,0.0,16.35
461,2018.10.09,3.1,0.0,2.6,0.4,4.4,0.0,5.1,0.0,3.7,0.0,16.15
462,2018.10.10,2.7,0.0,3.1,0.0,2.6,0.4,4.4,0.0,5.1,0.0,15.65
463,2018.10.11,3.3,0.0,2.7,0.0,3.1,0.0,2.6,0.4,4.4,0.0,14.8
464,2018.10.12,2.9,0.0,3.3,0.0,2.7,0.0,3.1,0.0,2.6,0.4,14.799999999999999
465,2018.10.13,2.4,0.0,2.9,0.0,3.3,0.0,2.7,0.0,3.1,0.0,13.9
466,2018.10.14,4.3,0.0,2.4,0.0,2.9,0.0,3.3,0.0,2.7,0.0,13.45
467,2018.10.15,4.8,0.0,4.3,0.0,2.4,0.0,2.9,0.0,3.3,0.0,13.65
468,2018.10.16,4.9,0.0,4.8,0.0,4.3,0.0,2.4,0.0,2.9,0.0,15.0
469,2018.10.17,3.2,0.0,4.9,0.0,4.8,0.0,4.3,0.0,2.4,0.0,15.25
470,2018.10.18,2.0,0.0,3.2,0.0,4.9,0.0,4.8,0.0,4.3,0.0,14.95
471,2018.10.19,2.3,0.0,2.0,0.0,3.2,0.0,4.9,0.0,4.8,0.0,13.4
472,2018.10.20,5.2,0.0,2.3,0.0,2.0,0.0,3.2,0.0,4.9,0.0,9.55
473,2018.10.21,5.3,4.6,5.2,0.0,2.3,0.0,2.0,0.0,3.2,0.0,11.35
474,2018.10.22,3.5,0.3,5.3,4.6,5.2,0.0,2.3,0.0,2.0,0.0,10.45
475,2018.10.23,8.6,0.0,3.5,0.3,5.3,4.6,5.2,0.0,2.3,0.0,9.8
476,2018.10.24,12.6,1.4,8.6,0.0,3.5,0.3,5.3,4.6,5.2,0.0,10.15
477,2018.10.25,7.8,0.7,12.6,1.4,8.6,0.0,3.5,0.3,5.3,4.6,10.6
478,2018.10.26,5.1,0.0,7.8,0.7,12.6,1.4,8.6,0.0,3.5,0.3,12.25
479,2018.10.27,5.3,4.1,5.1,0.0,7.8,0.7,12.6,1.4,8.6,0.0,16.05
480,2018.10.28,7.3,6.9,5.3,4.1,5.1,0.0,7.8,0.7,12.6,1.4,18.2
481,2018.10.29,7.7,20.5,7.3,6.9,5.3,4.1,5.1,0.0,7.8,0.7,14.450000000000001
482,2018.10.30,7.7,4.7,7.7,20.5,7.3,6.9,5.3,4.1,5.1,0.0,14.149999999999999
483,2018.10.31,4.6,0.0,7.7,4.7,7.7,20.5,7.3,6.9,5.3,4.1,14.8
484,2018.11.01,4.7,0.0,4.6,0.0,7.7,4.7,7.7,20.5,7.3,6.9,17.1
485,2018.11.02,4.3,0.2,4.7,0.0,4.6,0.0,7.7,4.7,7.7,20.5,15.450000000000001
486,2018.11.03,2.7,0.0,4.3,0.2,4.7,0.0,4.6,0.0,7.7,4.7,12.600000000000001
487,2018.11.04,2.6,0.0,2.7,0.0,4.3,0.2,4.7,0.0,4.6,0.0,11.899999999999999
488,2018.11.05,4.2,0.0,2.6,0.0,2.7,0.0,4.3,0.2,4.7,0.0,11.55
489,2018.11.06,4.9,0.0,4.2,0.0,2.6,0.0,2.7,0.0,4.3,0.2,11.1
490,2018.11.07,4.8,0.0,4.9,0.0,4.2,0.0,2.6,0.0,2.7,0.0,9.850000000000001
491,2018.11.08,3.1,0.0,4.8,0.0,4.9,0.0,4.2,0.0,2.6,0.0,7.85
492,2018.11.09,3.6,0.0,3.1,0.0,4.8,0.0,4.9,0.0,4.2,0.0,7.050000000000001
493,2018.11.10,4.3,0.1,3.6,0.0,3.1,0.0,4.8,0.0,4.9,0.0,9.9
494,2018.11.11,4.0,0.2,4.3,0.1,3.6,0.0,3.1,0.0,4.8,0.0,9.5
495,2018.11.12,3.6,0.0,4.0,0.2,4.3,0.1,3.6,0.0,3.1,0.0,9.8
496,2018.11.13,3.8,0.1,3.6,0.0,4.0,0.2,4.3,0.1,3.6,0.0,7.75
497,2018.11.14,6.9,0.0,3.8,0.1,3.6,0.0,4.0,0.2,4.3,0.1,5.6499999999999995
498,2018.11.15,2.5,0.0,6.9,0.0,3.8,0.1,3.6,0.0,4.0,0.2,4.6000000000000005
499,2018.11.16,5.3,0.0,2.5,0.0,6.9,0.0,3.8,0.1,3.6,0.0,2.2
500,2018.11.17,5.5,0.0,5.3,0.0,2.5,0.0,6.9,0.0,3.8,0.1,1.4000000000000001
501,2018.11.18,2.5,0.0,5.5,0.0,5.3,0.0,2.5,0.0,6.9,0.0,0.7
502,2018.11.19,4.1,1.2,2.5,0.0,5.5,0.0,5.3,0.0,2.5,0.0,2.4
503,2018.11.20,8.7,4.0,4.1,1.2,2.5,0.0,5.5,0.0,5.3,0.0,3.8499999999999996
504,2018.11.21,5.4,4.6,8.7,4.0,4.1,1.2,2.5,0.0,5.5,0.0,3.6500000000000004
505,2018.11.22,2.9,0.7,5.4,4.6,8.7,4.0,4.1,1.2,2.5,0.0,3.75
506,2018.11.23,3.7,0.6,2.9,0.7,5.4,4.6,8.7,4.0,4.1,1.2,3.95
507,2018.11.24,4.4,2.8,3.7,0.6,2.9,0.7,5.4,4.6,8.7,4.0,5.800000000000001
508,2018.11.25,4.9,14.8,4.4,2.8,3.7,0.6,2.9,0.7,5.4,4.6,7.35
509,2018.11.26,6.7,14.3,4.9,14.8,4.4,2.8,3.7,0.6,2.9,0.7,2.75
510,2018.11.27,5.6,8.8,6.7,14.3,4.9,14.8,4.4,2.8,3.7,0.6,-1.0999999999999999
